Farm_ID,Region,Crop_Type,Season,Area_Planted_Ha,Fertilizer_Used_kg,Rainfall_mm,Yield_Tonnes,Soil_Type,Market_Price_KES_per_Tonne,Year
FARM022752,Nakuru,Sugarcane,Long Rains,2.9,271.6,583.7,11.26,Clay,43487.23,2015
FARM022753,Nyeri,Maize,Long Rains,8.82,382.6,974.5,3.44,Loamy,14799.07,2018
FARM022754,Kisumu,Tea,Long Rains,4.79,297.4,321.2,5.6,Clay,55816.32,2019
FARM022755,Nyeri,Wheat,Short Rains,8.79,463.8,957.8,1.99,Sandy,12751.82,2015
FARM022756,Bungoma,Coffee,Long Rains,3.82,86.0,1069.7,7.87,Loamy,64681.01,2019
FARM022757,Kisumu,Wheat,Short Rains,9.45,59.3,826.6,9.8,Clay,44381.84,2017
FARM022758,Kisumu,Sugarcane,Short Rains,3.82,82.6,971.7,9.68,Loamy,32880.47,2020
FARM022759,Bungoma,Sugarcane,Short Rains,9.48,68.3,690.3,7.44,Sandy,19391.06,2024
FARM022760,Embu,Wheat,Short Rains,2.8,94.0,1359.3,10.23,Sandy,52413.15,2024
FARM022761,Bungoma,Tea,Long Rains,5.12,238.5,900.8,10.04,Sandy,60926.29,2020
FARM022762,Bungoma,Coffee,Long Rains,1.31,207.1,1299.3,7.11,Clay,45819.92,2021
FARM022763,Uasin Gishu,Beans,Short Rains,7.25,162.2,286.5,6.96,Clay,58360.09,2016
FARM022764,Meru,Coffee,Long Rains,4.99,142.5,1368.2,4.64,Clay,35129.5,2021
FARM022765,Nakuru,Beans,Short Rains,3.5,229.5,444.4,8.2,Sandy,30571.31,2024
FARM022766,Embu,Tea,Long Rains,7.1,211.4,786.1,8.84,Loamy,36988.69,2015
FARM022767,Kisumu,Tea,Long Rains,8.88,95.4,1282.9,10.24,Loamy,25449.06,2021
FARM022768,Meru,Beans,Long Rains,1.69,51.2,916.6,5.34,Sandy,27574.84,2020
FARM022769,Kisumu,Tea,Short Rains,3.73,401.5,1315.5,8.52,Sandy,14788.12,2019
FARM022770,Embu,Sugarcane,Long Rains,3.42,92.2,1242.8,3.22,Clay,52865.95,2023
FARM022771,Nakuru,Beans,Short Rains,4.38,84.8,471.8,1.25,Loamy,40569.33,2024
FARM022772,Kisumu,Coffee,Long Rains,2.77,209.1,392.1,5.29,Sandy,33170.92,2024
FARM022773,Kisumu,Maize,Short Rains,5.22,303.7,1363.7,5.83,Sandy,39183.28,2018
FARM022774,Bungoma,Beans,Long Rains,0.84,85.6,592.6,3.64,Loamy,41032.04,2022
FARM022775,Uasin Gishu,Maize,Long Rains,2.89,57.2,1342.4,2.83,Sandy,13538.89,2023
FARM022776,Nakuru,Coffee,Short Rains,3.26,475.0,741.3,0.71,Loamy,51835.98,2023
FARM022777,Uasin Gishu,Beans,Long Rains,1.89,108.2,794.2,1.73,Clay,46127.28,2016
FARM022778,Meru,Coffee,Long Rains,7.16,174.9,1328.4,6.47,Clay,65135.1,2023
FARM022779,Bungoma,Tea,Short Rains,2.08,479.4,286.3,4.92,Loamy,54599.29,2018
FARM022780,Nakuru,Tea,Long Rains,2.2,262.7,665.5,1.82,Loamy,30327.8,2019
FARM022781,Meru,Wheat,Short Rains,9.5,222.1,773.2,9.06,Loamy,63529.39,2021
FARM022782,Meru,Sugarcane,Short Rains,9.52,181.0,207.9,3.66,Clay,12199.97,2016
FARM022783,Nakuru,Wheat,Short Rains,6.82,435.9,929.7,2.27,Clay,57945.97,2019
FARM022784,Uasin Gishu,Maize,Long Rains,0.8,367.0,886.2,4.4,Sandy,11713.39,2018
FARM022785,Embu,Sugarcane,Long Rains,5.43,115.5,453.6,6.22,Clay,34976.19,2021
FARM022786,Nyeri,Tea,Short Rains,3.08,349.8,525.7,7.3,Clay,54182.35,2016
FARM022787,Kisumu,Tea,Short Rains,0.53,442.9,786.9,6.16,Sandy,55618.22,2019
FARM022788,Meru,Maize,Long Rains,5.07,230.7,1344.2,6.58,Loamy,60792.58,2022
FARM022789,Meru,Maize,Short Rains,0.91,365.8,663.1,3.87,Loamy,72672.78,2018
FARM022790,Meru,Maize,Long Rains,1.19,481.0,1052.9,5.89,Clay,53671.98,2016
FARM022791,Kisumu,Coffee,Short Rains,1.11,448.3,897.0,11.78,Sandy,64905.18,2018
FARM022792,Embu,Beans,Long Rains,7.94,158.0,952.7,9.25,Sandy,23451.55,2021
FARM022793,Nakuru,Beans,Long Rains,9.45,426.4,1029.0,5.21,Loamy,66028.96,2019
FARM022794,Bungoma,Coffee,Long Rains,4.79,452.7,469.8,4.52,Sandy,66205.54,2021
FARM022795,Uasin Gishu,Wheat,Short Rains,8.31,343.7,606.7,2.08,Loamy,60717.65,2015
FARM022796,Nakuru,Beans,Short Rains,0.94,82.4,1123.5,1.94,Loamy,43072.33,2018
FARM022797,Meru,Coffee,Short Rains,2.3,413.3,369.1,6.73,Sandy,70546.06,2018
FARM022798,Kisumu,Coffee,Short Rains,4.27,385.9,1234.0,4.17,Clay,45321.01,2018
FARM022799,Meru,Wheat,Short Rains,7.77,409.9,1411.8,2.78,Loamy,27994.95,2022
FARM022800,Nyeri,Maize,Long Rains,1.41,400.5,1177.4,6.26,Clay,67608.44,2024
FARM022801,Bungoma,Sugarcane,Long Rains,3.33,138.2,527.6,2.55,Sandy,26374.87,2024
FARM022802,Meru,Sugarcane,Long Rains,0.87,170.2,1329.0,8.03,Sandy,34344.77,2017
FARM022803,Nyeri,Sugarcane,Short Rains,3.77,353.4,271.5,9.66,Loamy,64779.65,2017
FARM022804,Bungoma,Sugarcane,Long Rains,3.21,176.7,617.5,7.59,Sandy,71766.08,2017
FARM022805,Kisumu,Beans,Long Rains,4.84,346.3,1205.8,2.06,Sandy,10451.84,2016
FARM022806,Kisumu,Tea,Long Rains,2.37,417.5,413.0,6.59,Loamy,73042.4,2019
FARM022807,Bungoma,Tea,Long Rains,1.96,77.2,433.7,8.09,Sandy,71421.98,2017
FARM022808,Embu,Beans,Long Rains,5.61,350.6,1326.9,11.05,Clay,18298.1,2016
FARM022809,Meru,Wheat,Short Rains,9.29,276.3,489.5,10.85,Clay,29694.71,2015
FARM022810,Kisumu,Wheat,Short Rains,3.34,469.1,1422.4,8.93,Clay,57344.37,2023
FARM022811,Bungoma,Wheat,Short Rains,3.68,344.1,1226.2,1.82,Sandy,25817.07,2023
FARM022812,Embu,Maize,Long Rains,0.63,438.7,1343.0,2.55,Sandy,77028.92,2015
FARM022813,Embu,Wheat,Short Rains,5.03,66.0,742.9,5.55,Loamy,21297.5,2024
FARM022814,Embu,Wheat,Short Rains,7.62,338.1,597.9,9.02,Sandy,73883.36,2015
FARM022815,Nakuru,Wheat,Long Rains,0.95,56.4,1380.0,9.09,Clay,46406.21,2019
FARM022816,Uasin Gishu,Sugarcane,Long Rains,3.91,449.8,316.4,0.49,Clay,50411.6,2018
FARM022817,Meru,Sugarcane,Short Rains,9.18,285.8,944.4,2.13,Loamy,78522.34,2015
FARM022818,Nyeri,Sugarcane,Long Rains,3.62,371.0,386.2,10.34,Clay,47879.88,2023
FARM022819,Bungoma,Beans,Short Rains,2.24,143.7,616.0,8.54,Clay,55684.68,2019
FARM022820,Meru,Beans,Long Rains,3.0,384.8,383.9,2.45,Clay,63096.88,2024
FARM022821,Embu,Tea,Short Rains,5.29,311.0,252.3,2.72,Sandy,67180.13,2016
FARM022822,Uasin Gishu,Maize,Long Rains,8.89,290.2,610.3,3.36,Clay,12011.03,2015
FARM022823,Uasin Gishu,Tea,Long Rains,3.78,164.5,1091.4,10.45,Sandy,32979.01,2019
FARM022824,Kisumu,Maize,Long Rains,6.07,181.3,1025.6,2.55,Sandy,59657.43,2021
FARM022825,Nakuru,Maize,Long Rains,5.78,261.2,1053.0,11.28,Sandy,18721.92,2023
FARM022826,Embu,Coffee,Short Rains,6.01,247.2,1090.1,11.1,Clay,72115.53,2021
FARM022827,Meru,Maize,Long Rains,1.55,448.7,438.3,2.76,Loamy,10504.95,2020
FARM022828,Bungoma,Beans,Short Rains,5.44,328.3,1092.2,10.2,Loamy,52171.5,2021
FARM022829,Nakuru,Sugarcane,Short Rains,2.96,265.1,455.4,2.67,Clay,15975.64,2015
FARM022830,Kisumu,Wheat,Short Rains,6.08,143.3,1340.4,9.89,Sandy,72141.44,2019
FARM022831,Nyeri,Wheat,Short Rains,5.39,371.2,954.4,1.77,Sandy,68134.1,2017
FARM022832,Embu,Sugarcane,Short Rains,9.3,85.0,554.9,4.98,Sandy,37370.27,2017
FARM022833,Nakuru,Tea,Long Rains,3.81,328.7,244.9,4.46,Loamy,20077.8,2023
FARM022834,Kisumu,Tea,Short Rains,7.43,344.1,959.7,5.41,Sandy,27310.12,2018
FARM022835,Uasin Gishu,Beans,Short Rains,9.59,66.3,305.7,5.93,Loamy,40232.64,2017
FARM022836,Bungoma,Coffee,Short Rains,4.63,184.8,992.4,6.99,Sandy,68923.35,2020
FARM022837,Nyeri,Coffee,Long Rains,3.95,236.5,1233.9,9.35,Sandy,55403.5,2023
FARM022838,Nyeri,Tea,Long Rains,2.1,396.9,1382.7,11.54,Loamy,67418.7,2021
FARM022839,Uasin Gishu,Maize,Long Rains,8.03,464.7,751.0,6.16,Clay,78118.46,2018
FARM022840,Nyeri,Sugarcane,Short Rains,7.95,88.2,751.9,2.91,Clay,22244.24,2015
FARM022841,Nyeri,Coffee,Short Rains,4.44,485.3,746.2,4.6,Loamy,52231.39,2015
FARM022842,Bungoma,Coffee,Long Rains,1.83,311.0,690.5,7.64,Sandy,74691.45,2017
FARM022843,Nyeri,Tea,Long Rains,4.62,416.7,473.0,1.53,Sandy,59059.57,2019
FARM022844,Uasin Gishu,Wheat,Long Rains,2.68,212.5,403.6,5.1,Loamy,77236.61,2018
FARM022845,Nyeri,Wheat,Short Rains,2.04,406.1,1268.3,1.26,Clay,60863.79,2017
FARM022846,Embu,Beans,Long Rains,3.98,132.2,410.0,11.32,Clay,50548.66,2018
FARM022847,Uasin Gishu,Coffee,Long Rains,3.25,65.0,397.3,7.52,Clay,44970.09,2018
FARM022848,Bungoma,Maize,Short Rains,0.82,402.1,429.4,10.68,Loamy,71001.53,2021
FARM022849,Uasin Gishu,Sugarcane,Long Rains,7.62,310.1,1123.7,2.08,Clay,13123.65,2024
FARM022850,Nakuru,Coffee,Short Rains,8.26,409.7,1162.2,5.44,Clay,39238.27,2015
FARM022851,Bungoma,Beans,Long Rains,1.41,356.8,970.5,8.13,Clay,64886.46,2019
FARM022852,Embu,Wheat,Long Rains,6.89,161.4,1181.2,0.31,Sandy,64809.67,2022
FARM022853,Nakuru,Sugarcane,Long Rains,9.54,493.8,649.9,1.47,Loamy,24791.33,2016
FARM022854,Embu,Tea,Short Rains,4.76,113.0,212.3,0.46,Clay,77822.35,2018
FARM022855,Nakuru,Tea,Long Rains,1.76,425.6,1009.9,11.62,Loamy,17309.79,2024
FARM022856,Nyeri,Maize,Long Rains,4.54,475.6,1382.3,11.27,Clay,79513.8,2015
FARM022857,Uasin Gishu,Tea,Short Rains,0.64,404.5,1217.5,3.69,Sandy,28439.0,2023
FARM022858,Meru,Sugarcane,Long Rains,8.49,78.3,959.7,9.81,Sandy,70059.37,2016
FARM022859,Bungoma,Beans,Long Rains,0.92,104.2,1178.8,9.7,Clay,53027.24,2015
FARM022860,Meru,Coffee,Long Rains,5.93,66.5,1149.5,10.17,Sandy,24544.12,2015
FARM022861,Nyeri,Coffee,Long Rains,4.8,196.6,888.9,11.68,Sandy,76765.13,2018
FARM022862,Embu,Coffee,Short Rains,5.59,335.4,1071.4,1.82,Loamy,12706.89,2022
FARM022863,Nakuru,Wheat,Short Rains,9.96,375.5,306.4,3.33,Sandy,47200.91,2017
FARM022864,Nakuru,Tea,Short Rains,2.77,311.2,1025.2,10.43,Loamy,40242.85,2019
FARM022865,Uasin Gishu,Coffee,Short Rains,7.5,165.4,1152.2,5.6,Loamy,57767.99,2020
FARM022866,Embu,Coffee,Long Rains,9.35,99.0,529.8,10.84,Sandy,65858.35,2024
FARM022867,Embu,Coffee,Short Rains,5.06,73.8,1327.0,10.65,Loamy,10254.17,2024
FARM022868,Uasin Gishu,Coffee,Long Rains,7.13,369.5,672.5,7.46,Loamy,74989.32,2021
FARM022869,Nakuru,Maize,Short Rains,7.29,236.5,243.5,0.91,Sandy,73782.08,2024
FARM022870,Uasin Gishu,Wheat,Short Rains,3.2,255.2,363.0,6.48,Clay,11733.15,2024
FARM022871,Nakuru,Sugarcane,Short Rains,6.9,464.5,839.7,11.85,Clay,77504.05,2024
FARM022872,Nyeri,Maize,Short Rains,5.09,186.4,1403.4,3.88,Clay,12983.9,2015
FARM022873,Uasin Gishu,Wheat,Short Rains,5.19,449.1,606.1,3.22,Sandy,18314.89,2024
FARM022874,Uasin Gishu,Tea,Short Rains,3.13,107.2,1423.7,4.32,Loamy,29162.21,2024
FARM022875,Meru,Maize,Short Rains,0.88,127.1,582.5,8.67,Sandy,57390.23,2017
FARM022876,Kisumu,Sugarcane,Short Rains,3.33,159.4,537.1,4.88,Clay,16039.16,2021
FARM022877,Meru,Maize,Long Rains,8.35,388.9,780.8,4.68,Sandy,47199.37,2024
FARM022878,Nyeri,Coffee,Long Rains,9.49,250.4,847.8,10.9,Clay,16778.0,2024
FARM022879,Uasin Gishu,Tea,Long Rains,8.27,121.6,705.6,5.63,Clay,73596.95,2024
FARM022880,Bungoma,Wheat,Long Rains,1.31,270.4,557.1,7.03,Sandy,43358.08,2015
FARM022881,Uasin Gishu,Sugarcane,Short Rains,5.11,197.6,484.8,2.36,Loamy,14093.64,2019
FARM022882,Uasin Gishu,Coffee,Short Rains,8.46,187.2,218.4,6.45,Clay,59955.93,2021
FARM022883,Meru,Coffee,Long Rains,4.0,275.4,943.4,8.83,Clay,73490.08,2018
FARM022884,Bungoma,Coffee,Short Rains,8.98,128.2,746.4,2.23,Loamy,22394.94,2024
FARM022885,Embu,Beans,Long Rains,9.27,203.0,436.0,3.68,Sandy,19144.08,2018
FARM022886,Meru,Tea,Long Rains,2.77,322.8,914.9,6.88,Loamy,66504.73,2019
FARM022887,Embu,Wheat,Short Rains,0.78,288.2,1311.1,8.63,Loamy,25102.14,2024
FARM022888,Kisumu,Sugarcane,Short Rains,4.08,191.1,1442.6,9.29,Clay,41911.35,2018
FARM022889,Uasin Gishu,Coffee,Short Rains,7.02,427.0,1146.2,3.09,Sandy,11925.14,2022
FARM022890,Nyeri,Beans,Short Rains,1.97,199.9,1444.5,1.43,Sandy,33104.16,2015
FARM022891,Meru,Coffee,Long Rains,2.67,131.0,983.6,3.29,Clay,30772.88,2016
FARM022892,Kisumu,Tea,Short Rains,8.23,136.3,1028.4,7.49,Sandy,19780.27,2022
FARM022893,Uasin Gishu,Sugarcane,Long Rains,5.9,161.0,413.9,6.4,Loamy,42078.01,2015
FARM022894,Nakuru,Tea,Short Rains,7.01,94.4,374.4,4.52,Loamy,40900.42,2019
FARM022895,Nakuru,Sugarcane,Long Rains,5.68,363.5,1190.3,8.36,Loamy,22405.89,2017
FARM022896,Kisumu,Beans,Long Rains,1.28,246.7,645.3,1.3,Clay,64696.2,2022
FARM022897,Bungoma,Sugarcane,Long Rains,4.21,201.4,246.8,5.43,Sandy,63788.49,2021
FARM022898,Embu,Coffee,Long Rains,7.53,402.3,1260.5,5.25,Sandy,65301.33,2018
FARM022899,Nyeri,Tea,Long Rains,1.21,430.0,341.1,4.91,Sandy,38016.06,2015
FARM022900,Nakuru,Wheat,Short Rains,3.58,404.9,1473.8,10.88,Sandy,49595.08,2020
FARM022901,Uasin Gishu,Beans,Short Rains,0.71,299.2,232.9,8.97,Clay,78078.93,2018
FARM022902,Nakuru,Maize,Long Rains,4.94,204.3,554.9,9.57,Clay,45146.1,2020
FARM022903,Nyeri,Sugarcane,Short Rains,1.19,311.7,1365.3,1.92,Clay,18785.95,2016
FARM022904,Embu,Beans,Long Rains,7.64,429.6,1229.3,6.84,Sandy,23108.03,2017
FARM022905,Bungoma,Sugarcane,Short Rains,9.55,417.0,835.4,1.43,Sandy,70114.99,2018
FARM022906,Nyeri,Wheat,Long Rains,7.28,336.7,936.3,11.58,Sandy,23965.19,2018
FARM022907,Embu,Tea,Long Rains,3.35,404.6,520.3,4.92,Loamy,50088.81,2017
FARM022908,Meru,Maize,Long Rains,4.19,118.8,322.6,0.31,Clay,30829.26,2017
FARM022909,Meru,Coffee,Short Rains,1.7,472.6,448.3,6.95,Clay,41324.35,2020
FARM022910,Kisumu,Coffee,Long Rains,10.0,251.3,464.2,9.93,Clay,11235.01,2019
FARM022911,Bungoma,Maize,Long Rains,6.05,208.5,767.9,4.86,Loamy,55245.77,2020
FARM022912,Uasin Gishu,Coffee,Short Rains,8.89,249.0,1420.3,11.96,Clay,16295.44,2016
FARM022913,Uasin Gishu,Maize,Short Rains,3.14,488.1,875.0,6.97,Loamy,22125.25,2018
FARM022914,Uasin Gishu,Sugarcane,Long Rains,9.06,319.9,1377.3,6.49,Clay,25721.17,2019
FARM022915,Nakuru,Beans,Short Rains,7.43,260.2,1231.6,8.84,Loamy,64923.09,2024
FARM022916,Kisumu,Maize,Short Rains,7.19,303.6,717.4,11.92,Clay,44290.57,2015
FARM022917,Nyeri,Maize,Long Rains,9.54,253.2,839.2,5.14,Clay,13370.28,2017
FARM022918,Embu,Sugarcane,Long Rains,9.27,394.6,430.2,7.03,Sandy,14973.15,2022
FARM022919,Uasin Gishu,Beans,Long Rains,8.87,226.3,1226.2,8.21,Loamy,78195.33,2020
FARM022920,Meru,Beans,Short Rains,7.98,254.6,871.1,10.76,Sandy,47458.79,2022
FARM022921,Uasin Gishu,Tea,Short Rains,7.84,479.1,1154.8,9.59,Clay,45563.68,2023
FARM022922,Nyeri,Maize,Short Rains,7.75,267.5,512.7,8.32,Clay,40190.07,2017
FARM022923,Nakuru,Sugarcane,Short Rains,4.06,172.1,918.6,3.79,Clay,14508.21,2022
FARM022924,Kisumu,Beans,Short Rains,6.4,212.7,1263.6,8.21,Clay,70006.18,2019
FARM022925,Meru,Tea,Long Rains,0.75,112.4,1029.2,0.68,Loamy,46956.96,2023
FARM022926,Bungoma,Maize,Short Rains,7.07,195.4,1371.8,3.26,Loamy,50952.1,2019
FARM022927,Bungoma,Maize,Long Rains,7.42,111.3,901.1,11.45,Sandy,32623.19,2021
FARM022928,Embu,Maize,Long Rains,3.96,116.7,732.9,6.98,Sandy,74256.35,2016
FARM022929,Nyeri,Tea,Short Rains,5.99,103.7,376.0,9.62,Clay,41163.72,2021
FARM022930,Embu,Tea,Long Rains,9.01,428.2,1452.9,1.75,Clay,57690.43,2016
FARM022931,Bungoma,Maize,Short Rains,2.37,486.1,1397.4,8.75,Clay,21049.56,2017
FARM022932,Nakuru,Sugarcane,Short Rains,8.07,111.0,604.4,0.39,Loamy,69648.08,2016
FARM022933,Meru,Tea,Short Rains,4.54,261.9,848.4,6.49,Clay,25887.31,2021
FARM022934,Nyeri,Beans,Long Rains,5.5,263.2,548.8,3.21,Clay,36717.76,2023
FARM022935,Meru,Maize,Long Rains,5.45,179.1,315.4,9.86,Sandy,36728.78,2017
FARM022936,Nyeri,Coffee,Long Rains,2.71,311.2,1232.0,1.53,Clay,49003.81,2022
FARM022937,Nyeri,Tea,Short Rains,2.85,164.2,218.0,0.38,Sandy,68118.13,2021
FARM022938,Kisumu,Maize,Long Rains,9.79,106.4,747.9,12.0,Clay,54595.32,2017
FARM022939,Nyeri,Maize,Short Rains,7.34,348.4,203.7,3.09,Loamy,49790.82,2020
FARM022940,Nyeri,Maize,Short Rains,0.76,142.2,1115.6,9.21,Loamy,20362.75,2016
FARM022941,Bungoma,Wheat,Short Rains,3.65,273.9,1241.7,5.68,Loamy,30734.82,2024
FARM022942,Nakuru,Sugarcane,Long Rains,7.4,294.7,437.6,4.04,Loamy,49067.57,2018
FARM022943,Bungoma,Sugarcane,Short Rains,8.18,174.0,736.8,7.64,Sandy,48988.51,2021
FARM022944,Nyeri,Beans,Short Rains,4.36,124.9,1079.7,3.81,Clay,25481.88,2021
FARM022945,Meru,Sugarcane,Short Rains,6.88,226.0,293.2,6.46,Loamy,18440.89,2020
FARM022946,Kisumu,Tea,Short Rains,5.77,270.0,1465.6,0.85,Loamy,59087.32,2021
FARM022947,Bungoma,Wheat,Short Rains,8.79,171.8,349.5,10.3,Clay,34921.48,2023
FARM022948,Bungoma,Wheat,Long Rains,6.41,385.8,1252.6,10.86,Sandy,39154.95,2024
FARM022949,Meru,Beans,Long Rains,2.92,199.7,307.6,0.78,Clay,39500.58,2015
FARM022950,Bungoma,Coffee,Long Rains,0.68,185.6,458.5,5.06,Sandy,17477.41,2017
FARM022951,Uasin Gishu,Beans,Long Rains,6.67,57.7,709.6,1.13,Sandy,36808.9,2020
FARM022952,Nakuru,Maize,Long Rains,6.32,307.0,776.1,2.04,Sandy,60819.82,2024
FARM022953,Nakuru,Sugarcane,Short Rains,9.66,355.5,1366.1,11.28,Loamy,68906.2,2018
FARM022954,Kisumu,Sugarcane,Long Rains,1.52,400.7,809.9,4.75,Sandy,36782.01,2021
FARM022955,Embu,Sugarcane,Long Rains,9.76,374.7,1378.9,10.13,Clay,29151.21,2018
FARM022956,Meru,Coffee,Long Rains,9.69,141.9,1481.7,8.73,Sandy,36152.92,2015
FARM022957,Uasin Gishu,Wheat,Long Rains,4.79,246.8,943.0,1.45,Clay,37576.66,2020
FARM022958,Uasin Gishu,Sugarcane,Long Rains,6.08,382.7,1461.2,5.05,Clay,71888.04,2017
FARM022959,Embu,Sugarcane,Short Rains,5.15,213.4,1004.4,1.32,Sandy,63716.7,2019
FARM022960,Meru,Sugarcane,Long Rains,2.19,203.0,1394.4,1.98,Sandy,63418.43,2018
FARM022961,Embu,Wheat,Short Rains,4.0,475.0,653.9,3.06,Sandy,11058.68,2019
FARM022962,Bungoma,Maize,Long Rains,7.3,412.0,535.6,3.75,Loamy,59480.5,2015
FARM022963,Meru,Coffee,Short Rains,8.03,432.7,268.4,2.93,Loamy,44080.55,2018
FARM022964,Embu,Tea,Long Rains,6.89,231.4,343.6,9.99,Loamy,16423.68,2024
FARM022965,Nyeri,Sugarcane,Long Rains,9.66,308.7,336.6,11.36,Sandy,34880.8,2019
FARM022966,Nakuru,Wheat,Long Rains,1.44,83.0,821.5,1.17,Clay,27199.69,2022
FARM022967,Embu,Tea,Short Rains,9.52,429.5,1043.0,4.17,Loamy,27775.97,2024
FARM022968,Uasin Gishu,Tea,Long Rains,3.0,183.4,979.9,12.0,Sandy,52847.13,2024
FARM022969,Embu,Coffee,Long Rains,8.3,250.0,819.7,9.75,Sandy,52143.22,2019
FARM022970,Meru,Sugarcane,Long Rains,8.83,351.7,1303.2,6.94,Clay,53211.73,2021
FARM022971,Nakuru,Coffee,Long Rains,6.06,165.8,864.4,2.44,Clay,11589.96,2016
FARM022972,Meru,Maize,Short Rains,6.51,249.5,792.7,3.4,Clay,37164.32,2023
FARM022973,Bungoma,Beans,Short Rains,2.38,343.5,1363.4,7.97,Sandy,11667.51,2022
FARM022974,Nyeri,Tea,Long Rains,6.5,310.8,333.9,4.95,Clay,16697.01,2015
FARM022975,Nyeri,Wheat,Long Rains,8.96,184.2,1271.7,4.43,Clay,13993.34,2018
FARM022976,Nyeri,Sugarcane,Short Rains,8.09,420.8,1382.3,8.42,Clay,54285.59,2023
FARM022977,Embu,Sugarcane,Long Rains,2.23,309.4,1015.0,2.85,Sandy,67895.6,2022
FARM022978,Kisumu,Wheat,Long Rains,7.12,269.4,515.5,5.25,Clay,16751.58,2015
FARM022979,Uasin Gishu,Maize,Short Rains,8.74,187.5,736.4,11.78,Loamy,72408.42,2021
FARM022980,Embu,Maize,Short Rains,7.17,306.8,890.4,6.98,Clay,71783.24,2023
FARM022981,Embu,Coffee,Long Rains,6.03,452.3,640.4,9.0,Clay,23693.61,2017
FARM022982,Meru,Beans,Long Rains,3.05,93.7,413.3,3.48,Sandy,62966.75,2018
FARM022983,Meru,Tea,Long Rains,2.21,305.1,644.7,1.75,Sandy,71881.45,2021
FARM022984,Bungoma,Wheat,Short Rains,4.05,243.7,479.4,4.48,Clay,62067.05,2016
FARM022985,Bungoma,Wheat,Long Rains,7.16,158.4,727.6,2.35,Sandy,44259.84,2018
FARM022986,Kisumu,Sugarcane,Short Rains,5.85,240.6,340.7,8.98,Clay,71144.4,2023
FARM022987,Meru,Wheat,Long Rains,0.94,408.1,1448.7,5.17,Clay,44773.84,2015
FARM022988,Uasin Gishu,Tea,Short Rains,1.87,287.3,725.2,7.88,Loamy,52821.22,2023
FARM022989,Uasin Gishu,Beans,Short Rains,3.64,437.2,1274.8,8.19,Clay,67105.91,2019
FARM022990,Uasin Gishu,Wheat,Short Rains,5.84,319.0,854.1,8.64,Clay,39052.48,2024
FARM022991,Bungoma,Sugarcane,Short Rains,2.52,423.0,590.8,8.36,Sandy,36562.79,2019
FARM022992,Nyeri,Beans,Long Rains,4.16,176.8,677.3,9.76,Clay,11558.03,2021
FARM022993,Nyeri,Coffee,Short Rains,5.69,95.3,897.0,5.01,Sandy,21705.96,2018
FARM022994,Nakuru,Beans,Short Rains,2.36,287.1,456.4,8.98,Clay,73798.72,2018
FARM022995,Uasin Gishu,Beans,Short Rains,6.48,144.2,971.7,8.07,Loamy,42703.34,2022
FARM022996,Embu,Sugarcane,Long Rains,1.65,105.1,1496.8,3.33,Loamy,42336.5,2024
FARM022997,Nyeri,Tea,Short Rains,5.51,50.8,1087.0,2.61,Clay,75421.26,2015
FARM022998,Kisumu,Sugarcane,Long Rains,4.23,367.3,1489.3,2.39,Sandy,10679.38,2022
FARM022999,Bungoma,Sugarcane,Short Rains,9.01,248.7,420.9,3.07,Clay,26405.45,2023
FARM023000,Bungoma,Wheat,Short Rains,2.63,284.6,312.9,11.94,Loamy,25625.07,2024
FARM023001,Meru,Maize,Short Rains,6.26,408.9,762.9,6.07,Clay,22933.14,2019
FARM023002,Nyeri,Beans,Long Rains,4.99,223.6,1172.8,1.59,Clay,75033.59,2021
FARM023003,Kisumu,Wheat,Long Rains,5.37,356.9,339.3,9.9,Loamy,54146.09,2020
FARM023004,Embu,Maize,Short Rains,8.62,484.2,372.3,7.37,Clay,54754.46,2017
FARM023005,Uasin Gishu,Wheat,Short Rains,7.87,92.4,672.3,6.72,Sandy,24663.68,2017
FARM023006,Embu,Maize,Short Rains,1.91,277.8,1199.9,8.2,Loamy,52772.31,2021
FARM023007,Kisumu,Beans,Long Rains,7.36,131.1,939.6,1.47,Loamy,30707.44,2016
FARM023008,Bungoma,Sugarcane,Short Rains,7.97,63.0,1302.0,5.76,Clay,62038.34,2022
FARM023009,Nyeri,Sugarcane,Long Rains,8.19,227.2,689.7,4.58,Loamy,24233.1,2024
FARM023010,Meru,Maize,Long Rains,9.74,360.3,711.5,4.57,Loamy,68964.48,2020
FARM023011,Bungoma,Coffee,Long Rains,0.53,448.5,571.1,6.55,Loamy,10920.78,2016
FARM023012,Nyeri,Sugarcane,Short Rains,1.11,229.8,571.8,6.18,Sandy,17165.41,2017
FARM023013,Uasin Gishu,Tea,Short Rains,7.11,140.7,421.5,11.14,Clay,52478.1,2015
FARM023014,Kisumu,Tea,Short Rains,9.41,323.2,807.8,7.01,Clay,21908.88,2020
FARM023015,Kisumu,Coffee,Short Rains,7.95,435.7,898.1,1.33,Loamy,74460.03,2018
FARM023016,Kisumu,Wheat,Short Rains,3.32,176.6,1477.1,4.91,Clay,58797.39,2020
FARM023017,Kisumu,Tea,Short Rains,1.9,421.5,958.2,7.8,Clay,69210.06,2022
FARM023018,Kisumu,Wheat,Short Rains,8.09,449.3,1012.9,6.08,Sandy,37373.51,2015
FARM023019,Nyeri,Wheat,Long Rains,8.24,449.8,1468.9,11.83,Clay,16681.36,2018
